Client_Name,Industry,Country,Service_Used,Project_Duration_Days,Project_Cost_INR,Revenue_Generated_INR,Is_Renewed,Team_Size,Feedback_Score,Project_Month,Profit_INR,ROI,Project_Size,Feedback_Level,Renewed_Flag,Client_Success_Score
Client_196,Automotive,UK,Cloud Testing,174,1990809,2368874,Yes,10,4,Nov,378065,0.1899052093897506,Mid-term,Low,1,0.49596208375590023
Client_87,Healthcare,Australia,DevOps QA,182,1389220,320511,No,5,4,Nov,-1068709,-0.7692870819596608,Long-term,Low,0,-0.18771483278386436
Client_27,Insurance,Germany,Security Testing,85,1357900,445229,Yes,6,10,Dec,-912671,-0.6721194491494219,Short-term,High,1,0.33115222034023123
Client_24,Retail,Germany,Performance Testing,276,181865,1424668,Yes,13,7,Nov,1242803,6.833656833365408,Long-term,Medium,1,3.2434627333461634
Client_98,Automotive,Singapore,Mobile Testing,62,1940780,476884,Yes,11,10,Feb,-1463896,-0.7542822988695267,Short-term,High,1,0.29828708045218927
Client_25,Retail,UAE,DevOps QA,202,1743890,1055550,Yes,5,8,Jul,-688340,-0.39471526300397386,Long-term,Medium,1,0.3821138947984104
Client_92,Insurance,UK,Functional Testing,171,1214489,2328879,Yes,19,6,Dec,1114390,0.9175793276019791,Mid-term,Low,1,0.8470317310407918
Client_89,Retail,India,Security Testing,357,1155557,557347,No,18,9,May,-598210,-0.5176810836678761,Long-term,High,0,0.06292756653284956
Client_155,Banking,Australia,Functional Testing,196,1677861,574568,No,16,5,Aug,-1103293,-0.6575592376245708,Long-term,Low,0,-0.11302369504982832
Client_68,E-commerce,India,Security Testing,171,346449,1118959,Yes,9,4,Jan,772510,2.2297942842958127,Mid-term,Low,1,1.3119177137183253
Client_12,EdTech,Singapore,Performance Testing,163,295433,2379948,No,14,4,Oct,2084515,7.055796068821019,Mid-term,Low,0,2.942318427528408
Client_187,EdTech,USA,API Testing,365,1111332,1766195,Yes,5,7,Jan,654863,0.5892595552004262,Long-term,Medium,1,0.7457038220801704
Client_118,Healthcare,UAE,DevOps QA,363,1482846,944654,Yes,12,6,Jan,-538192,-0.3629453092229402,Long-term,Low,1,0.3348218763108239
Client_138,Banking,Germany,Test Automation,182,373319,960001,Yes,19,8,Jul,586682,1.5715299783830987,Long-term,Medium,1,1.1686119913532396
Client_32,Automotive,UAE,Cloud Testing,126,1991599,2357009,Yes,12,6,Apr,365410,0.1834756896343089,Mid-term,Low,1,0.5533902758537235
Client_97,Healthcare,Australia,Mobile Testing,106,1365578,2905139,Yes,16,10,Apr,1539561,1.1274061240002402,Mid-term,High,1,1.0509624496000962
Client_21,Healthcare,Singapore,Cloud Testing,294,1230964,1193387,Yes,20,9,Jun,-37577,-0.030526481684273465,Long-term,High,1,0.5577894073262906
Client_142,EdTech,UAE,Mobile Testing,153,1835438,2540869,No,13,7,Apr,705431,0.384339323910696,Mid-term,Medium,0,0.36373572956427835
Client_76,Insurance,India,Security Testing,59,102517,2772803,Yes,9,6,Apr,2670286,26.04725069988392,Short-term,Low,1,10.898900279953569
Client_161,Automotive,Singapore,Mobile Testing,337,1981080,900352,No,16,10,Feb,-1080728,-0.5455246633149595,Long-term,High,0,0.08179013467401616
Client_159,Healthcare,India,Cloud Testing,236,1725021,2492197,Yes,15,9,Jan,767176,0.44473429598828074,Long-term,High,1,0.7478937183953123
Client_93,Automotive,UK,API Testing,193,1523042,2491015,No,11,5,Jul,967973,0.6355524010500039,Long-term,Low,0,0.40422096042000155
Client_148,E-commerce,UK,DevOps QA,101,1461537,1891410,No,19,8,Jan,429873,0.29412392570287305,Mid-term,Medium,0,0.3576495702811492
Client_50,Insurance,USA,Mobile Testing,43,1004914,592558,Yes,17,10,Jan,-412356,-0.41033959124860436,Short-term,High,1,0.43586416350055823
Client_181,Automotive,UAE,Functional Testing,365,1194806,2828584,Yes,20,8,Jun,1633778,1.3674002306650619,Long-term,Medium,1,1.0869600922660247
Client_18,Retail,UK,Security Testing,284,982238,2568283,Yes,8,6,Apr,1586045,1.6147257589301167,Long-term,Low,1,1.1258903035720467
Client_12,Healthcare,UAE,Mobile Testing,181,876737,1651407,Yes,3,4,Nov,774670,0.8835831041692093,Long-term,Low,1,0.7734332416676837
Client_170,Retail,India,API Testing,162,1934639,2979026,Yes,19,5,Nov,1044387,0.5398355972354533,Mid-term,Low,1,0.6659342388941814
Client_59,Insurance,Singapore,Cloud Testing,244,191096,2074013,Yes,8,9,Feb,1882917,9.853251768744505,Long-term,High,1,4.511300707497802
Client_198,Banking,UK,Mobile Testing,237,1563063,2940228,Yes,18,8,Apr,1377165,0.8810681335301265,Long-term,Medium,1,0.8924272534120505
Client_75,Retail,Singapore,DevOps QA,228,1211105,1941282,Yes,9,8,Feb,730177,0.6029014825304164,Long-term,Medium,1,0.7811605930121666
Client_21,Healthcare,Australia,Security Testing,48,999586,586637,Yes,17,4,Nov,-412949,-0.41312003169312095,Short-term,Low,1,0.2547519873227516
Client_60,Healthcare,UK,Functional Testing,328,581267,849648,Yes,11,6,Mar,268381,0.46171724869982295,Long-term,Low,1,0.6646868994799291
Client_26,EdTech,UAE,Mobile Testing,322,1782545,906637,Yes,20,4,Dec,-875908,-0.4913805822573904,Long-term,Low,1,0.2234477670970438
Client_98,Insurance,Australia,Cloud Testing,127,1111086,2456722,Yes,16,7,Mar,1345636,1.2110997708548212,Mid-term,Medium,1,0.9944399083419284
Client_72,EdTech,UK,DevOps QA,205,1755818,1834252,No,4,9,Jan,78434,0.044670916917357036,Long-term,High,0,0.28786836676694283
Client_117,Healthcare,Germany,Cloud Testing,143,1712021,2266834,Yes,19,4,Jul,554813,0.32406903887277083,Mid-term,Low,1,0.5496276155491083
Client_163,E-commerce,UK,Mobile Testing,303,899510,1565631,Yes,9,10,Sep,666121,0.7405376260408445,Long-term,High,1,0.8962150504163378
Client_94,Healthcare,India,Performance Testing,356,835089,2907888,Yes,14,5,Feb,2072799,2.482129449675424,Long-term,Low,1,1.4428517798701697
Client_42,EdTech,USA,Functional Testing,273,1335323,813440,No,17,9,Jun,-521883,-0.39082903537196617,Long-term,High,0,0.11366838585121353
Client_95,EdTech,India,API Testing,213,1787412,2389340,Yes,7,8,Jun,601928,0.33675951599295517,Long-term,Medium,1,0.674703806397182
Client_91,Insurance,Singapore,Test Automation,289,1654815,2666228,Yes,10,6,Sep,1011413,0.6111940005378245,Long-term,Low,1,0.7244776002151299
Client_54,Banking,UAE,Security Testing,183,1697063,2008127,Yes,7,7,Nov,311064,0.18329549344956553,Long-term,Medium,1,0.5833181973798263
Client_172,E-commerce,Australia,Functional Testing,117,1855715,1627754,No,12,5,Apr,-227961,-0.12284267788965439,Mid-term,Low,0,0.10086292884413824
Client_69,Telecom,UAE,Security Testing,315,1561101,1471855,Yes,16,8,Oct,-89246,-0.05716862650142431,Long-term,Medium,1,0.5171325493994303
Client_180,Healthcare,UK,DevOps QA,122,1308212,2457208,Yes,16,8,Apr,1148996,0.878294955251901,Mid-term,Medium,1,0.8913179821007604
Client_175,Banking,UAE,Performance Testing,180,304927,1511698,Yes,13,10,Sep,1206771,3.957573452006546,Mid-term,High,1,2.1830293808026187
Client_166,Insurance,Australia,Cloud Testing,79,992315,1709104,Yes,5,6,Jul,716789,0.7223401843164721,Short-term,Low,1,0.7689360737265889
Client_19,Automotive,USA,Security Testing,271,380773,1879493,Yes,9,9,Jul,1498720,3.9359933608738014,Long-term,High,1,2.1443973443495206
Client_156,Banking,USA,API Testing,95,633762,2806004,No,16,6,Feb,2172242,3.4275358888667986,Mid-term,Low,0,1.5510143555467195
Client_163,Healthcare,UK,DevOps QA,162,1100637,1956017,Yes,11,9,Apr,855380,0.7771681308187894,Mid-term,High,1,0.8808672523275158
Client_44,Banking,UK,Functional Testing,316,1706122,1506651,Yes,12,6,Apr,-199471,-0.11691485134122882,Long-term,Low,1,0.43323405946350846
Client_137,Retail,Singapore,DevOps QA,123,587614,2701870,Yes,8,10,Feb,2114256,3.598035445037048,Mid-term,High,1,2.039214178014819
Client_187,EdTech,UK,API Testing,201,1901565,1159663,Yes,11,9,Jun,-741902,-0.3901533736685309,Long-term,High,1,0.4139386505325876
Client_63,EdTech,India,Cloud Testing,365,275778,2512000,Yes,10,7,Jun,2236222,8.10877589945536,Long-term,Medium,1,3.753510359782144
Client_42,Healthcare,India,Cloud Testing,75,694053,2438522,Yes,15,6,Mar,1744469,2.5134521427037995,Short-term,Low,1,1.48538085708152
Client_119,Retail,India,Performance Testing,143,1354709,1047279,No,10,5,Jan,-307430,-0.2269343453095831,Mid-term,Low,0,0.05922626187616675
Client_98,E-commerce,USA,Security Testing,211,1938712,1723128,Yes,6,9,Jul,-215584,-0.11119960055954675,Long-term,High,1,0.5255201597761813
Client_70,EdTech,Germany,Security Testing,144,1240286,2457868,Yes,7,6,Nov,1217582,0.9816945446453479,Mid-term,Low,1,0.8726778178581391
Client_164,Insurance,UAE,Cloud Testing,187,956994,1215727,Yes,9,6,Jun,258733,0.27036010675093053,Long-term,Low,1,0.5881440427003721
Client_177,EdTech,Australia,Cloud Testing,245,640656,1659985,Yes,3,5,Jan,1019329,1.5910707150171075,Long-term,Low,1,1.086428286006843
Client_143,Telecom,Singapore,Test Automation,199,496405,2047517,No,10,7,Jul,1551112,3.124690524873843,Long-term,Medium,0,1.4598762099495373
Client_57,E-commerce,UK,Mobile Testing,220,111470,2026950,Yes,12,8,Apr,1915480,17.1838162734368,Long-term,Medium,1,7.41352650937472
Client_176,Telecom,Singapore,Performance Testing,163,1587192,1815518,Yes,17,6,Aug,228326,0.14385531177072466,Mid-term,Low,1,0.5375421247082899
Client_84,Telecom,USA,Performance Testing,329,1659538,150820,Yes,18,4,Apr,-1508718,-0.909119285005827,Long-term,Low,1,0.05635228599766917
Client_197,Insurance,UK,Functional Testing,180,1755538,295386,Yes,20,9,Feb,-1460152,-0.8317404693034273,Mid-term,High,1,0.23730381227862907
Client_199,Retail,UK,Mobile Testing,267,114919,1343204,No,16,5,Nov,1228285,10.688267388334392,Long-term,Low,0,4.425306955333757
Client_15,Telecom,USA,API Testing,90,1312126,2648810,Yes,16,9,May,1336684,1.0187161903658644,Short-term,High,1,0.9774864761463458
Client_59,E-commerce,UAE,Test Automation,270,1195847,218377,No,4,4,Nov,-977470,-0.8173871741117383,Long-term,Low,0,-0.20695486964469534
Client_9,EdTech,UK,Cloud Testing,57,347104,2321011,No,9,8,Oct,1973907,5.686788397713654,Short-term,Medium,0,2.5147153590854616
Client_81,Healthcare,UAE,Mobile Testing,354,1190019,716590,Yes,8,7,Jun,-473429,-0.3978331438405605,Long-term,Medium,1,0.3508667424637758
Client_103,E-commerce,USA,Cloud Testing,328,115087,1416015,Yes,11,4,Jan,1300928,11.303865771112289,Long-term,Low,1,4.941546308444916
Client_69,Banking,Singapore,Performance Testing,327,886494,177551,Yes,7,4,Feb,-708943,-0.7997155085087998,Long-term,Low,1,0.10011379659648006
Client_17,EdTech,UK,Test Automation,347,1472682,1409691,No,3,9,Apr,-62991,-0.04277298153980289,Long-term,High,0,0.2528908073840789
Client_55,Insurance,Germany,Performance Testing,66,530794,1080660,Yes,11,5,Jul,549866,1.0359310768396026,Short-term,Low,1,0.8643724307358411
Client_146,Telecom,Australia,DevOps QA,271,1542351,1051032,Yes,11,7,May,-491319,-0.3185520027542369,Long-term,Medium,1,0.3825791988983052
Client_184,Healthcare,UAE,Functional Testing,129,1786712,1470805,Yes,20,8,Oct,-315907,-0.1768091332010979,Mid-term,Medium,1,0.4692763467195608
Client_81,Telecom,UK,Functional Testing,286,762493,241022,Yes,8,9,Aug,-521471,-0.6839026718933813,Long-term,High,1,0.2964389312426475
Client_55,Insurance,UAE,Security Testing,91,957410,1307448,No,4,9,Feb,350038,0.36560930009087017,Mid-term,High,0,0.41624372003634813
Client_168,E-commerce,UK,Mobile Testing,225,859734,2472231,No,18,7,Dec,1612497,1.8755766318419418,Long-term,Medium,0,0.9602306527367768
Client_128,Banking,Australia,Cloud Testing,301,323521,2294428,Yes,3,10,Sep,1970907,6.092052757008046,Long-term,High,1,3.036821102803218
Client_102,EdTech,UK,Security Testing,182,424594,2483388,No,4,7,Oct,2058794,4.8488532574647785,Long-term,Medium,0,2.1495413029859116
Client_165,E-commerce,UK,API Testing,241,993536,2543555,No,5,8,Mar,1550019,1.5601035090827107,Long-term,Medium,0,0.8640414036330843
Client_118,Banking,Singapore,Mobile Testing,57,1466453,2547513,No,13,4,May,1081060,0.73719375936358,Short-term,Low,0,0.41487750374543203
Client_37,Automotive,Germany,Test Automation,107,1327610,798920,Yes,12,10,Feb,-528690,-0.3982268889206921,Mid-term,High,1,0.4407092444317231
Client_68,Telecom,UK,Security Testing,100,631906,545468,Yes,5,9,Oct,-86438,-0.13678933259060683,Mid-term,High,1,0.5152842669637573
Client_36,EdTech,UAE,Performance Testing,132,647991,308277,Yes,16,9,Jun,-339714,-0.5242572813511299,Mid-term,High,1,0.360297087459548
Client_64,EdTech,Singapore,DevOps QA,205,1893016,2080930,No,14,4,Nov,187914,0.09926698981942043,Long-term,Low,0,0.15970679592776818
Client_191,Banking,Australia,Cloud Testing,239,1224293,1641728,Yes,5,8,Dec,417435,0.340960047962375,Long-term,Medium,1,0.67638401918495
Client_144,Automotive,India,Performance Testing,321,988272,804760,Yes,15,4,Jul,-183512,-0.18568976961808084,Long-term,Low,1,0.34572409215276767
Client_138,Healthcare,UAE,Performance Testing,264,1284199,730526,No,7,10,Nov,-553673,-0.43114268115767107,Long-term,High,0,0.12754292753693156
Client_68,Retail,UAE,API Testing,103,866811,1261440,Yes,10,10,Dec,394629,0.45526533465772817,Mid-term,High,1,0.7821061338630912
Client_192,Healthcare,Germany,Mobile Testing,191,1383206,1689657,Yes,6,9,Mar,306451,0.22155123676444435,Long-term,High,1,0.6586204947057778
Client_150,EdTech,India,DevOps QA,122,677892,2591738,No,19,7,Jun,1913846,2.823231429195211,Mid-term,Medium,0,1.3392925716780846
Client_110,EdTech,Singapore,Mobile Testing,71,1527333,1197975,Yes,6,9,Mar,-329358,-0.21564256124892214,Short-term,High,1,0.48374297550043116
Client_150,Insurance,UK,Security Testing,279,933521,1127248,Yes,19,4,Nov,193727,0.20752291592797592,Long-term,Low,1,0.5030091663711904
Client_103,Banking,UAE,Functional Testing,200,1683290,1224764,Yes,19,6,Dec,-458526,-0.2723986954119611,Long-term,Low,1,0.3710405218352155
Client_93,Automotive,Australia,Security Testing,353,527176,1409559,Yes,11,10,Jun,882383,1.6737920542665068,Long-term,High,1,1.2695168217066028
Client_57,Retail,Germany,Mobile Testing,120,966602,535478,No,18,7,Nov,-431124,-0.446020182039764,Mid-term,Medium,0,0.03159192718409437
Client_36,Healthcare,Australia,Security Testing,190,1257847,2542796,No,5,10,Aug,1284949,1.021546340691674,Long-term,High,0,0.7086185362766697
Client_131,Banking,Germany,Performance Testing,354,1743723,1826875,Yes,10,8,Feb,83152,0.047686473138222066,Long-term,Medium,1,0.5590745892552889
Client_127,E-commerce,Germany,Security Testing,59,1269293,2536831,Yes,6,6,Jun,1267538,0.998617340519486,Short-term,Low,1,0.8794469362077943
Client_24,Insurance,India,Security Testing,32,1111808,1061998,Yes,13,7,Jan,-49810,-0.04480090087497122,Short-term,Medium,1,0.4920796396500115
Client_194,Automotive,UK,Mobile Testing,261,474802,473806,Yes,13,5,Oct,-996,-0.0020977165218343647,Long-term,Low,1,0.44916091339126624
Client_13,Insurance,Singapore,Performance Testing,170,876392,1511857,Yes,15,10,Oct,635465,0.7250921961861815,Mid-term,High,1,0.8900368784744725
Client_29,EdTech,UAE,DevOps QA,137,1272504,2173890,Yes,10,10,Aug,901386,0.7083561230455857,Mid-term,High,1,0.8833424492182342
Client_40,Insurance,Germany,Test Automation,116,1263733,875205,Yes,16,10,Jul,-388528,-0.30744468966150285,Mid-term,High,1,0.47702212413539885
Client_161,Retail,Australia,Performance Testing,325,1114518,2197979,No,9,9,Sep,1083461,0.9721341422929015,Long-term,High,0,0.6588536569171606
Client_41,EdTech,Australia,Test Automation,111,632210,2566894,Yes,7,4,Nov,1934684,3.0601920248018852,Mid-term,Low,1,1.6440768099207543
Client_175,Healthcare,UK,Mobile Testing,280,743098,549985,Yes,6,4,Dec,-193113,-0.2598755480434613,Long-term,Low,1,0.3160497807826155
Client_109,Healthcare,UK,Performance Testing,75,1311422,2646580,Yes,8,7,Apr,1335158,1.018099437099576,Short-term,Medium,1,0.9172397748398304
Client_153,E-commerce,USA,API Testing,96,822167,2843811,No,9,6,Sep,2021644,2.4589213626915214,Mid-term,Low,0,1.1635685450766087
Client_17,EdTech,Germany,Functional Testing,344,1723603,1409940,Yes,11,5,Oct,-313663,-0.18198100142550228,Long-term,Low,1,0.3772075994297991
Client_99,EdTech,India,API Testing,252,1579529,306747,Yes,17,7,Dec,-1272782,-0.805798437382283,Long-term,Medium,1,0.1876806250470868
Client_98,Automotive,UK,API Testing,354,934938,2567109,Yes,16,4,Jan,1632171,1.7457531943294635,Long-term,Low,1,1.1183012777317853
Client_153,EdTech,Singapore,Mobile Testing,249,1643047,1750320,No,11,5,Apr,107273,0.06528906355082965,Long-term,Low,0,0.17611562542033185
Client_120,Retail,USA,Cloud Testing,236,389550,479158,Yes,4,9,Jan,89608,0.23002952124245926,Long-term,High,1,0.6620118084969837
Client_136,E-commerce,UK,Security Testing,249,1893062,384556,Yes,18,4,Oct,-1508506,-0.7968603247014625,Long-term,Low,1,0.10125587011941495
Client_65,Automotive,Germany,Functional Testing,274,1911583,1552531,Yes,20,10,Feb,-359052,-0.18782966787212482,Long-term,High,1,0.52486813285115
Client_142,Retail,Germany,Cloud Testing,226,1482616,1609325,Yes,14,6,May,126709,0.08546312733708526,Long-term,Low,1,0.5141852509348341
Client_3,Insurance,UK,API Testing,32,349740,1971604,No,6,9,Apr,1621864,4.637342025504661,Short-term,High,0,2.1249368102018646
Client_175,Healthcare,Australia,API Testing,49,1668280,1897018,Yes,13,9,Dec,228738,0.1371100774450332,Short-term,High,1,0.6248440309780132
Client_185,E-commerce,Australia,Cloud Testing,303,581865,655583,Yes,20,6,Jul,73718,0.1266926177034192,Long-term,Low,1,0.5306770470813676
Client_30,Telecom,Singapore,Cloud Testing,132,1036577,1100922,Yes,16,5,Apr,64345,0.062074500977737306,Mid-term,Low,1,0.4748298003910949
Client_175,Healthcare,USA,Test Automation,221,1742299,2887954,Yes,18,4,Oct,1145655,0.6575536116361199,Long-term,Low,1,0.683021444654448
Client_138,Banking,Australia,Functional Testing,37,1566562,2676236,Yes,10,10,Feb,1109674,0.708349876991782,Short-term,High,1,0.8833399507967128
Client_193,Healthcare,Germany,Security Testing,194,439308,197959,Yes,11,8,Jan,-241349,-0.549384486510603,Long-term,Medium,1,0.32024620539575877
Client_69,Healthcare,USA,Cloud Testing,301,310299,2808715,No,7,9,Mar,2498416,8.051640514471526,Long-term,High,0,3.4906562057886106
Client_197,EdTech,India,Cloud Testing,127,549751,2801612,Yes,14,6,Jun,2251861,4.09614716480734,Mid-term,Low,1,2.118458865922936
Client_165,Retail,UK,Test Automation,39,1166073,1754266,Yes,18,10,Aug,588193,0.5044221073637757,Short-term,High,1,0.8017688429455103
Client_88,EdTech,Germany,Functional Testing,32,940037,377029,No,14,9,May,-563008,-0.5989211062968798,Short-term,High,0,0.030431557481248095
Client_29,EdTech,India,Functional Testing,350,1748531,1428354,Yes,12,5,Apr,-320177,-0.18311199515478993,Long-term,Low,1,0.376755201938084
Client_76,Telecom,USA,DevOps QA,157,809755,2349423,Yes,3,5,Mar,1539668,1.901399806114195,Mid-term,Low,1,1.210559922445678
Client_112,Telecom,India,Performance Testing,145,1779512,322730,Yes,4,7,Jul,-1456782,-0.8186412904211942,Mid-term,Medium,1,0.18254348383152227
Client_41,E-commerce,Singapore,Performance Testing,206,1254642,1489310,Yes,4,6,Apr,234668,0.187039808965426,Long-term,Low,1,0.5548159235861704
Client_117,EdTech,UAE,API Testing,189,1387704,2414629,Yes,10,4,Nov,1026925,0.7400173235790918,Long-term,Low,1,0.7160069294316367
Client_1,Telecom,Singapore,Mobile Testing,96,1561835,2519416,Yes,11,6,Jan,957581,0.6131127807995083,Mid-term,Low,1,0.7252451123198034
Client_185,Automotive,USA,Mobile Testing,82,1535635,777384,Yes,20,7,Apr,-758251,-0.4937703295379436,Short-term,Medium,1,0.31249186818482255
Client_185,Automotive,Singapore,Functional Testing,226,1582245,1520831,Yes,15,9,Dec,-61414,-0.03881446931417069,Long-term,High,1,0.5544742122743318
Client_68,E-commerce,Germany,Security Testing,287,209162,2257225,No,12,9,Oct,2048063,9.791754716439888,Long-term,High,0,4.186701886575955
Client_129,Automotive,USA,Performance Testing,331,437092,1076090,Yes,14,8,Aug,638998,1.4619302114886568,Long-term,Medium,1,1.1247720845954627
Client_196,E-commerce,Singapore,DevOps QA,186,916009,792556,Yes,6,5,Dec,-123453,-0.1347726932813979,Long-term,Low,1,0.39609092268744084
Client_46,Banking,UK,Security Testing,115,1433529,361895,Yes,20,4,Jun,-1071634,-0.7475495786970476,Mid-term,Low,1,0.12098016852118093
